"entity_id","status","store_id","store_name","customer_id","base_grand_total","base_total_paid","grand_total","total_paid","increment_id","base_currency_code","order_currency_code","shipping_name","billing_name","created_at","updated_at","billing_address","shipping_address","shipping_information","customer_email","customer_group","subtotal","shipping_and_handling","customer_name","payment_method"
1449,"complete",1,"Main Website
Main Website Store
",161,472.00,472.00,472.00,472.00,"000001449","USD","USD","Russell Keller","Russell Keller","2015-03-21 13:04:39","2015-03-21 13:04:39","60 Ambo Center Lorhuam, UT 56211","60 Ambo Center Lorhuam, UT 56211","Flat Rate - Fixed","Russell.Keller@thelumastory.com",3,472.00,6.99,"Russell Keller","checkmo"
1450,"complete",1,"Main Website
Main Website Store
",380,583.00,583.00,583.00,583.00,"000001450","USD","USD","Estella Lawrence","Estella Lawrence","2015-03-22 13:04:39","2015-03-22 13:04:39","1215 Jabus Way Fumuaz, IL 96990","1215 Jabus Way Fumuaz, IL 96990","Flat Rate - Fixed","Estella.Lawrence@thelumastory.com",3,583.00,3.99,"Estella Lawrence","checkmo"
1451,"complete",1,"Main Website
Main Website Store
",223,399.00,399.00,399.00,399.00,"000001451","USD","USD","Frances Valdez","Frances Valdez","2015-03-22 13:04:39","2015-03-22 13:04:39","1317 Neluw Mill Figuha, NH 17547","1317 Neluw Mill Figuha, NH 17547","Flat Rate - Fixed","Frances.Valdez@thelumastory.com",2,399.00,1.99,"Frances Valdez","checkmo"
1452,"complete",1,"Main Website
Main Website Store
",300,372.00,372.00,372.00,372.00,"000001452","USD","USD","Logan Floyd","Logan Floyd","2015-03-24 13:04:39","2015-03-24 13:04:39","1859 Hudazo Place Falkice, NE 90285","1859 Hudazo Place Falkice, NE 90285","Flat Rate - Fixed","Logan.Floyd@thelumastory.com",3,372.00,3.99,"Logan Floyd","checkmo"
1453,"complete",1,"Main Website
Main Website Store
",207,620.00,620.00,620.00,620.00,"000001453","USD","USD","Lizzie Robertson","Lizzie Robertson","2015-03-24 13:04:39","2015-03-24 13:04:39","794 Mota Manor Ehesala, NE 24262","794 Mota Manor Ehesala, NE 24262","Flat Rate - Fixed","Lizzie.Robertson@thelumastory.com",2,620.00,3.99,"Lizzie Robertson","checkmo"
1454,"complete",1,"Main Website
Main Website Store
",326,502.00,502.00,502.00,502.00,"000001454","USD","USD","Jeffrey Bishop","Jeffrey Bishop","2015-03-24 13:04:39","2015-03-24 13:04:39","311 Hizda Highway Kolvazoh, AZ 31146","311 Hizda Highway Kolvazoh, AZ 31146","Flat Rate - Fixed","Jeffrey.Bishop@thelumastory.com",3,502.00,6.99,"Jeffrey Bishop","checkmo"
1455,"complete",1,"Main Website
Main Website Store
",275,370.00,370.00,370.00,370.00,"000001455","USD","USD","Julia Peterson","Julia Peterson","2015-03-25 13:04:39","2015-03-25 13:04:39","366 Uhefa Glen Buwilta, VA 22566","366 Uhefa Glen Buwilta, VA 22566","Flat Rate - Fixed","Julia.Peterson@thelumastory.com",3,370.00,1.99,"Julia Peterson","checkmo"
1456,"complete",1,"Main Website
Main Website Store
",252,956.00,956.00,956.00,956.00,"000001456","USD","USD","Estella Moran","Estella Moran","2015-03-26 13:04:39","2015-03-26 13:04:39","1582 Hafi Turnpike Ikaifmif, PA 72000","1582 Hafi Turnpike Ikaifmif, PA 72000","Flat Rate - Fixed","Estella.Moran@thelumastory.com",4,956.00,6.99,"Estella Moran","checkmo"
1457,"complete",1,"Main Website
Main Website Store
",236,778.00,778.00,778.00,778.00,"000001457","USD","USD","Cornelia Ballard","Cornelia Ballard","2015-03-27 13:04:39","2015-03-27 13:04:39","1693 Cipdo River Orafiru, NY 14125","1693 Cipdo River Orafiru, NY 14125","Flat Rate - Fixed","Cornelia.Ballard@thelumastory.com",2,778.00,1.99,"Cornelia Ballard","checkmo"
1458,"complete",1,"Main Website
Main Website Store
",377,466.00,466.00,466.00,466.00,"000001458","USD","USD","Frank Owens","Frank Owens","2015-03-28 13:04:39","2015-03-28 13:04:39","19 Gozo Trail Timgolril, MT 46336","19 Gozo Trail Timgolril, MT 46336","Flat Rate - Fixed","Frank.Owens@thelumastory.com",4,466.00,1.99,"Frank Owens","checkmo"
1459,"complete",1,"Main Website
Main Website Store
",171,282.00,282.00,282.00,282.00,"000001459","USD","USD","Harvey Saunders","Harvey Saunders","2015-03-28 13:04:39","2015-03-28 13:04:39","1020 Hozsi Boulevard Usipaneb, ND 63477","1020 Hozsi Boulevard Usipaneb, ND 63477","Flat Rate - Fixed","Harvey.Saunders@thelumastory.com",2,282.00,3.99,"Harvey Saunders","checkmo"
1460,"complete",1,"Main Website
Main Website Store
",174,474.00,474.00,474.00,474.00,"000001460","USD","USD","Isaac Cooper","Isaac Cooper","2015-03-29 13:04:39","2015-03-29 13:04:39","1675 Zuje Turnpike Sogikac, ME 85174","1675 Zuje Turnpike Sogikac, ME 85174","Flat Rate - Fixed","Isaac.Cooper@thelumastory.com",2,474.00,6.99,"Isaac Cooper","checkmo"
1461,"complete",1,"Main Website
Main Website Store
",379,360.00,360.00,360.00,360.00,"000001461","USD","USD","Adrian Walker","Adrian Walker","2015-03-29 13:04:39","2015-03-29 13:04:39","722 Giwu Street Lokilegi, DC 30660","722 Giwu Street Lokilegi, DC 30660","Flat Rate - Fixed","Adrian.Walker@thelumastory.com",2,360.00,6.99,"Adrian Walker","checkmo"
1462,"complete",1,"Main Website
Main Website Store
",377,114.00,114.00,114.00,114.00,"000001462","USD","USD","Frank Owens","Frank Owens","2015-03-29 13:04:39","2015-03-29 13:04:39","19 Gozo Trail Timgolril, MT 46336","19 Gozo Trail Timgolril, MT 46336","Flat Rate - Fixed","Frank.Owens@thelumastory.com",4,114.00,1.99,"Frank Owens","checkmo"
1463,"complete",1,"Main Website
Main Website Store
",400,975.00,975.00,975.00,975.00,"000001463","USD","USD","Katie Floyd","Katie Floyd","2015-03-30 13:04:39","2015-03-30 13:04:39","491 Dufne Place Dopoke, WY 56719","491 Dufne Place Dopoke, WY 56719","Flat Rate - Fixed","Katie.Floyd@thelumastory.com",4,975.00,6.99,"Katie Floyd","checkmo"
1464,"complete",1,"Main Website
Main Website Store
",287,980.00,980.00,980.00,980.00,"000001464","USD","USD","Dustin Patton","Dustin Patton","2015-03-30 13:04:39","2015-03-30 13:04:39","1495 Madku Pike Jukali, OK 82210","1495 Madku Pike Jukali, OK 82210","Flat Rate - Fixed","Dustin.Patton@thelumastory.com",2,980.00,6.99,"Dustin Patton","checkmo"
1465,"complete",1,"Main Website
Main Website Store
",199,604.00,604.00,604.00,604.00,"000001465","USD","USD","Gussie Carroll","Gussie Carroll","2015-03-31 13:04:39","2015-03-31 13:04:39","1277 Darup Junction Vulona, WA 64540","1277 Darup Junction Vulona, WA 64540","Flat Rate - Fixed","Gussie.Carroll@thelumastory.com",2,604.00,3.99,"Gussie Carroll","checkmo"
1466,"complete",1,"Main Website
Main Website Store
",300,250.00,250.00,250.00,250.00,"000001466","USD","USD","Logan Floyd","Logan Floyd","2015-03-31 13:04:39","2015-03-31 13:04:39","1859 Hudazo Place Falkice, NE 90285","1859 Hudazo Place Falkice, NE 90285","Flat Rate - Fixed","Logan.Floyd@thelumastory.com",3,250.00,6.99,"Logan Floyd","checkmo"
1467,"complete",1,"Main Website
Main Website Store
",141,427.00,427.00,427.00,427.00,"000001467","USD","USD","Jeff Thomas","Jeff Thomas","2015-03-31 13:04:39","2015-03-31 13:04:39","1235 Vier Path Gugecad, KY 65904","1235 Vier Path Gugecad, KY 65904","Flat Rate - Fixed","Jeff.Thomas@thelumastory.com",1,427.00,3.99,"Jeff Thomas","checkmo"
1468,"complete",1,"Main Website
Main Website Store
",354,462.00,462.00,462.00,462.00,"000001468","USD","USD","Stephen Griffith","Stephen Griffith","2015-04-01 13:04:39","2015-04-01 13:04:39","845 Dubep Mill Vavmahac, MI 69290","845 Dubep Mill Vavmahac, MI 69290","Flat Rate - Fixed","Stephen.Griffith@thelumastory.com",4,462.00,6.99,"Stephen Griffith","checkmo"
1469,"complete",1,"Main Website
Main Website Store
",271,602.00,602.00,602.00,602.00,"000001469","USD","USD","Verna Townsend","Verna Townsend","2015-04-01 13:04:39","2015-04-01 13:04:39","858 Puva Junction Baazica, KY 95071","858 Puva Junction Baazica, KY 95071","Flat Rate - Fixed","Verna.Townsend@thelumastory.com",2,602.00,6.99,"Verna Townsend","checkmo"
1470,"complete",1,"Main Website
Main Website Store
",112,158.00,158.00,158.00,158.00,"000001470","USD","USD","Inez Barrett","Inez Barrett","2015-04-01 13:04:39","2015-04-01 13:04:39","1812 Tuce View Kusomed, NJ 80241","1812 Tuce View Kusomed, NJ 80241","Flat Rate - Fixed","Inez.Barrett@thelumastory.com",1,158.00,1.99,"Inez Barrett","checkmo"
1471,"complete",1,"Main Website
Main Website Store
",292,590.00,590.00,590.00,590.00,"000001471","USD","USD","Lillian Bryan","Lillian Bryan","2015-04-02 13:04:39","2015-04-02 13:04:39","107 Zoogi Heights Kiitemiw, PA 49599","107 Zoogi Heights Kiitemiw, PA 49599","Flat Rate - Fixed","Lillian.Bryan@thelumastory.com",3,590.00,3.99,"Lillian Bryan","checkmo"
1472,"complete",1,"Main Website
Main Website Store
",362,664.00,664.00,664.00,664.00,"000001472","USD","USD","Dora Brock","Dora Brock","2015-04-03 13:04:39","2015-04-03 13:04:39","1489 Rioli Key Juekerug, AZ 35046","1489 Rioli Key Juekerug, AZ 35046","Flat Rate - Fixed","Dora.Brock@thelumastory.com",4,664.00,1.99,"Dora Brock","checkmo"
1473,"complete",1,"Main Website
Main Website Store
",137,680.00,680.00,680.00,680.00,"000001473","USD","USD","Elva Nichols","Elva Nichols","2015-04-03 13:04:39","2015-04-03 13:04:39","955 Miok Manor Acvukic, RI 33393","955 Miok Manor Acvukic, RI 33393","Flat Rate - Fixed","Elva.Nichols@thelumastory.com",1,680.00,3.99,"Elva Nichols","checkmo"
1474,"complete",1,"Main Website
Main Website Store
",315,388.00,388.00,388.00,388.00,"000001474","USD","USD","Elmer Torres","Elmer Torres","2015-04-04 13:04:39","2015-04-04 13:04:39","1412 Pimav Street Bokohona, UT 11556","1412 Pimav Street Bokohona, UT 11556","Flat Rate - Fixed","Elmer.Torres@thelumastory.com",1,388.00,1.99,"Elmer Torres","checkmo"
1475,"complete",1,"Main Website
Main Website Store
",252,369.00,369.00,369.00,369.00,"000001475","USD","USD","Estella Moran","Estella Moran","2015-04-04 13:04:39","2015-04-04 13:04:39","1582 Hafi Turnpike Ikaifmif, PA 72000","1582 Hafi Turnpike Ikaifmif, PA 72000","Flat Rate - Fixed","Estella.Moran@thelumastory.com",4,369.00,6.99,"Estella Moran","checkmo"
1476,"complete",1,"Main Website
Main Website Store
",322,372.00,372.00,372.00,372.00,"000001476","USD","USD","Minnie Tran","Minnie Tran","2015-04-04 13:04:39","2015-04-04 13:04:39","1607 Zugpa River Jektotaj, KY 91370","1607 Zugpa River Jektotaj, KY 91370","Flat Rate - Fixed","Minnie.Tran@thelumastory.com",2,372.00,6.99,"Minnie Tran","checkmo"
1477,"complete",1,"Main Website
Main Website Store
",117,901.00,901.00,901.00,901.00,"000001477","USD","USD","Adam Freeman","Adam Freeman","2015-04-05 13:04:39","2015-04-05 13:04:39","1996 Utawu Grove Balinla, CT 40442","1996 Utawu Grove Balinla, CT 40442","Flat Rate - Fixed","Adam.Freeman@thelumastory.com",3,901.00,3.99,"Adam Freeman","checkmo"
1478,"complete",1,"Main Website
Main Website Store
",312,645.00,645.00,645.00,645.00,"000001478","USD","USD","Anthony Wallace","Anthony Wallace","2015-04-06 13:04:39","2015-04-06 13:04:39","1463 Ileli Mill Rimvudil, ID 33076","1463 Ileli Mill Rimvudil, ID 33076","Flat Rate - Fixed","Anthony.Wallace@thelumastory.com",4,645.00,1.99,"Anthony Wallace","checkmo"
1479,"complete",1,"Main Website
Main Website Store
",172,507.00,507.00,507.00,507.00,"000001479","USD","USD","Birdie Mendez","Birdie Mendez","2015-04-06 13:04:39","2015-04-06 13:04:39","1230 Ojonu Terrace Ahbapzeh, MA 13461","1230 Ojonu Terrace Ahbapzeh, MA 13461","Flat Rate - Fixed","Birdie.Mendez@thelumastory.com",3,507.00,3.99,"Birdie Mendez","checkmo"
1480,"complete",1,"Main Website
Main Website Store
",394,198.00,198.00,198.00,198.00,"000001480","USD","USD","Bernice Ellis","Bernice Ellis","2015-04-07 13:04:39","2015-04-07 13:04:39","1584 Rama Circle Hoscece, RI 07536","1584 Rama Circle Hoscece, RI 07536","Flat Rate - Fixed","Bernice.Ellis@thelumastory.com",2,198.00,1.99,"Bernice Ellis","checkmo"
1481,"complete",1,"Main Website
Main Website Store
",234,540.00,540.00,540.00,540.00,"000001481","USD","USD","Eugene Perez","Eugene Perez","2015-04-07 13:04:39","2015-04-07 13:04:39","1441 Ziiha Junction Ecwopjab, UT 27977","1441 Ziiha Junction Ecwopjab, UT 27977","Flat Rate - Fixed","Eugene.Perez@thelumastory.com",4,540.00,3.99,"Eugene Perez","checkmo"
1482,"complete",1,"Main Website
Main Website Store
",151,381.00,381.00,381.00,381.00,"000001482","USD","USD","Corey Klein","Corey Klein","2015-04-07 13:04:39","2015-04-07 13:04:39","1983 Unmi Center Suetguh, MA 15238","1983 Unmi Center Suetguh, MA 15238","Flat Rate - Fixed","Corey.Klein@thelumastory.com",2,381.00,6.99,"Corey Klein","checkmo"
1483,"complete",1,"Main Website
Main Website Store
",248,649.00,649.00,649.00,649.00,"000001483","USD","USD","George Reid","George Reid","2015-04-08 13:04:39","2015-04-08 13:04:39","1423 Apomug Grove Josomwir, SC 69030","1423 Apomug Grove Josomwir, SC 69030","Flat Rate - Fixed","George.Reid@thelumastory.com",3,649.00,1.99,"George Reid","checkmo"
1484,"complete",1,"Main Website
Main Website Store
",269,694.00,694.00,694.00,694.00,"000001484","USD","USD","Georgia King","Georgia King","2015-04-09 13:04:39","2015-04-09 13:04:39","317 Lidor Pass Tupesmi, LA 70940","317 Lidor Pass Tupesmi, LA 70940","Flat Rate - Fixed","Georgia.King@thelumastory.com",2,694.00,6.99,"Georgia King","checkmo"
1485,"complete",1,"Main Website
Main Website Store
",358,926.00,926.00,926.00,926.00,"000001485","USD","USD","Betty Weaver","Betty Weaver","2015-04-09 13:04:39","2015-04-09 13:04:39","1848 Jilri Parkway Unacatpil, UT 67216","1848 Jilri Parkway Unacatpil, UT 67216","Flat Rate - Fixed","Betty.Weaver@thelumastory.com",1,926.00,3.99,"Betty Weaver","checkmo"
1486,"complete",1,"Main Website
Main Website Store
",238,670.00,670.00,670.00,670.00,"000001486","USD","USD","Travis Glover","Travis Glover","2015-04-09 13:04:39","2015-04-09 13:04:39","222 Ajgu Ridge Cakiboaja, VA 30546","222 Ajgu Ridge Cakiboaja, VA 30546","Flat Rate - Fixed","Travis.Glover@thelumastory.com",3,670.00,6.99,"Travis Glover","checkmo"
1487,"complete",1,"Main Website
Main Website Store
",235,523.00,523.00,523.00,523.00,"000001487","USD","USD","Paul Perry","Paul Perry","2015-04-09 13:04:39","2015-04-09 13:04:39","830 Guldaf Street Sosubzub, FL 62131","830 Guldaf Street Sosubzub, FL 62131","Flat Rate - Fixed","Paul.Perry@thelumastory.com",3,523.00,3.99,"Paul Perry","checkmo"
1488,"complete",1,"Main Website
Main Website Store
",236,712.00,712.00,712.00,712.00,"000001488","USD","USD","Cornelia Ballard","Cornelia Ballard","2015-04-11 13:04:39","2015-04-11 13:04:39","1693 Cipdo River Orafiru, NY 14125","1693 Cipdo River Orafiru, NY 14125","Flat Rate - Fixed","Cornelia.Ballard@thelumastory.com",2,712.00,6.99,"Cornelia Ballard","checkmo"
1489,"complete",1,"Main Website
Main Website Store
",362,390.00,390.00,390.00,390.00,"000001489","USD","USD","Dora Brock","Dora Brock","2015-04-11 13:04:39","2015-04-11 13:04:39","1489 Rioli Key Juekerug, AZ 35046","1489 Rioli Key Juekerug, AZ 35046","Flat Rate - Fixed","Dora.Brock@thelumastory.com",4,390.00,6.99,"Dora Brock","checkmo"
1490,"complete",1,"Main Website
Main Website Store
",204,471.00,471.00,471.00,471.00,"000001490","USD","USD","Clara Nunez","Clara Nunez","2015-04-11 13:04:39","2015-04-11 13:04:39","1581 Fodbo Loop Tocurcud, NM 57720","1581 Fodbo Loop Tocurcud, NM 57720","Flat Rate - Fixed","Clara.Nunez@thelumastory.com",1,471.00,1.99,"Clara Nunez","checkmo"
1491,"complete",1,"Main Website
Main Website Store
",259,360.00,360.00,360.00,360.00,"000001491","USD","USD","Jim Montgomery","Jim Montgomery","2015-04-12 13:04:39","2015-04-12 13:04:39","728 Caucu Park Nekjahuk, NJ 10939","728 Caucu Park Nekjahuk, NJ 10939","Flat Rate - Fixed","Jim.Montgomery@thelumastory.com",1,360.00,6.99,"Jim Montgomery","checkmo"
1492,"complete",1,"Main Website
Main Website Store
",199,742.00,742.00,742.00,742.00,"000001492","USD","USD","Gussie Carroll","Gussie Carroll","2015-04-12 13:04:39","2015-04-12 13:04:39","1277 Darup Junction Vulona, WA 64540","1277 Darup Junction Vulona, WA 64540","Flat Rate - Fixed","Gussie.Carroll@thelumastory.com",2,742.00,3.99,"Gussie Carroll","checkmo"
1493,"complete",1,"Main Website
Main Website Store
",144,410.00,410.00,410.00,410.00,"000001493","USD","USD","Thomas Mann","Thomas Mann","2015-04-13 13:04:39","2015-04-13 13:04:39","100 Zajpum Loop Bajelo, SD 79082","100 Zajpum Loop Bajelo, SD 79082","Flat Rate - Fixed","Thomas.Mann@thelumastory.com",4,410.00,3.99,"Thomas Mann","checkmo"
1494,"complete",1,"Main Website
Main Website Store
",180,444.00,444.00,444.00,444.00,"000001494","USD","USD","Marie Alvarado","Marie Alvarado","2015-04-13 13:04:39","2015-04-13 13:04:39","143 Takne Circle Biwpetnen, NE 11158","143 Takne Circle Biwpetnen, NE 11158","Flat Rate - Fixed","Marie.Alvarado@thelumastory.com",1,444.00,6.99,"Marie Alvarado","checkmo"
1495,"complete",1,"Main Website
Main Website Store
",249,541.00,541.00,541.00,541.00,"000001495","USD","USD","Mattie Price","Mattie Price","2015-04-13 13:04:39","2015-04-13 13:04:39","1500 Huligu Junction Siziula, KS 97221","1500 Huligu Junction Siziula, KS 97221","Flat Rate - Fixed","Mattie.Price@thelumastory.com",2,541.00,3.99,"Mattie Price","checkmo"
1496,"complete",1,"Main Website
Main Website Store
",389,506.00,506.00,506.00,506.00,"000001496","USD","USD","Francisco Rodgers","Francisco Rodgers","2015-04-13 13:04:39","2015-04-13 13:04:39","58 Enugan Path Hinafuv, OR 81884","58 Enugan Path Hinafuv, OR 81884","Flat Rate - Fixed","Francisco.Rodgers@thelumastory.com",4,506.00,1.99,"Francisco Rodgers","checkmo"
1497,"complete",1,"Main Website
Main Website Store
",298,874.00,874.00,874.00,874.00,"000001497","USD","USD","Estelle Hodges","Estelle Hodges","2015-04-14 13:04:39","2015-04-14 13:04:39","744 Picbi Junction Aclava, NE 64502","744 Picbi Junction Aclava, NE 64502","Flat Rate - Fixed","Estelle.Hodges@thelumastory.com",1,874.00,1.99,"Estelle Hodges","checkmo"
1498,"complete",1,"Main Website
Main Website Store
",317,620.00,620.00,620.00,620.00,"000001498","USD","USD","Violet Watson","Violet Watson","2015-04-14 13:04:39","2015-04-14 13:04:39","1790 Joive Center Haraka, IA 60463","1790 Joive Center Haraka, IA 60463","Flat Rate - Fixed","Violet.Watson@thelumastory.com",4,620.00,6.99,"Violet Watson","checkmo"
1499,"complete",1,"Main Website
Main Website Store
",185,249.00,249.00,249.00,249.00,"000001499","USD","USD","Lois Jefferson","Lois Jefferson","2015-04-16 13:04:39","2015-04-16 13:04:39","1595 Hikzuj Trail Ihafoav, NV 39452","1595 Hikzuj Trail Ihafoav, NV 39452","Flat Rate - Fixed","Lois.Jefferson@thelumastory.com",2,249.00,1.99,"Lois Jefferson","checkmo"
1500,"complete",1,"Main Website
Main Website Store
",280,948.00,948.00,948.00,948.00,"000001500","USD","USD","Francis Patton","Francis Patton","2015-04-16 13:04:39","2015-04-16 13:04:39","191 Poce Pass Jepuzle, MN 95622","191 Poce Pass Jepuzle, MN 95622","Flat Rate - Fixed","Francis.Patton@thelumastory.com",1,948.00,6.99,"Francis Patton","checkmo"
1501,"complete",1,"Main Website
Main Website Store
",314,189.00,189.00,189.00,189.00,"000001501","USD","USD","Jorge Simpson","Jorge Simpson","2015-04-18 13:04:39","2015-04-18 13:04:39","1101 Mulpa River Avwijar, ND 16966","1101 Mulpa River Avwijar, ND 16966","Flat Rate - Fixed","Jorge.Simpson@thelumastory.com",4,189.00,1.99,"Jorge Simpson","checkmo"
1502,"complete",1,"Main Website
Main Website Store
",249,420.00,420.00,420.00,420.00,"000001502","USD","USD","Mattie Price","Mattie Price","2015-04-18 13:04:39","2015-04-18 13:04:39","1500 Huligu Junction Siziula, KS 97221","1500 Huligu Junction Siziula, KS 97221","Flat Rate - Fixed","Mattie.Price@thelumastory.com",2,420.00,6.99,"Mattie Price","checkmo"
1503,"complete",1,"Main Website
Main Website Store
",245,309.00,309.00,309.00,309.00,"000001503","USD","USD","Joel Hunt","Joel Hunt","2015-04-18 13:04:39","2015-04-18 13:04:39","667 Heza Heights Veaseoz, CA 85615","667 Heza Heights Veaseoz, CA 85615","Flat Rate - Fixed","Joel.Hunt@thelumastory.com",3,309.00,3.99,"Joel Hunt","checkmo"
1504,"complete",1,"Main Website
Main Website Store
",249,106.00,106.00,106.00,106.00,"000001504","USD","USD","Mattie Price","Mattie Price","2015-04-19 13:04:39","2015-04-19 13:04:39","1500 Huligu Junction Siziula, KS 97221","1500 Huligu Junction Siziula, KS 97221","Flat Rate - Fixed","Mattie.Price@thelumastory.com",2,106.00,6.99,"Mattie Price","checkmo"
1505,"complete",1,"Main Website
Main Website Store
",370,398.00,398.00,398.00,398.00,"000001505","USD","USD","William Hines","William Hines","2015-04-19 13:04:39","2015-04-19 13:04:39","933 Ocowuf Square Uceikme, CA 14711","933 Ocowuf Square Uceikme, CA 14711","Flat Rate - Fixed","William.Hines@thelumastory.com",1,398.00,6.99,"William Hines","checkmo"
1506,"complete",1,"Main Website
Main Website Store
",113,552.00,552.00,552.00,552.00,"000001506","USD","USD","Effie May","Effie May","2015-04-19 13:04:39","2015-04-19 13:04:39","1913 Itza Place Cajfeljug, UT 58799","1913 Itza Place Cajfeljug, UT 58799","Flat Rate - Fixed","Effie.May@thelumastory.com",3,552.00,1.99,"Effie May","checkmo"
1507,"complete",1,"Main Website
Main Website Store
",167,523.00,523.00,523.00,523.00,"000001507","USD","USD","Julian Chapman","Julian Chapman","2015-04-19 13:04:39","2015-04-19 13:04:39","1119 Puge Place Lohvemewe, DC 60263","1119 Puge Place Lohvemewe, DC 60263","Flat Rate - Fixed","Julian.Chapman@thelumastory.com",1,523.00,6.99,"Julian Chapman","checkmo"
1508,"complete",1,"Main Website
Main Website Store
",120,286.00,286.00,286.00,286.00,"000001508","USD","USD","Samuel McLaughlin","Samuel McLaughlin","2015-04-20 13:04:39","2015-04-20 13:04:39","1662 Osbi Street Ujalikzi, NJ 22166","1662 Osbi Street Ujalikzi, NJ 22166","Flat Rate - Fixed","Samuel.McLaughlin@thelumastory.com",1,286.00,6.99,"Samuel McLaughlin","checkmo"
1509,"complete",1,"Main Website
Main Website Store
",200,397.00,397.00,397.00,397.00,"000001509","USD","USD","Lydia Carter","Lydia Carter","2015-04-20 13:04:39","2015-04-20 13:04:39","804 Zanlun Glen Pozabpin, ME 51143","804 Zanlun Glen Pozabpin, ME 51143","Flat Rate - Fixed","Lydia.Carter@thelumastory.com",3,397.00,3.99,"Lydia Carter","checkmo"
1510,"complete",1,"Main Website
Main Website Store
",181,198.00,198.00,198.00,198.00,"000001510","USD","USD","Lura Jensen","Lura Jensen","2015-04-20 13:04:39","2015-04-20 13:04:39","780 Dumu View Fuvinik, VA 27508","780 Dumu View Fuvinik, VA 27508","Flat Rate - Fixed","Lura.Jensen@thelumastory.com",3,198.00,3.99,"Lura Jensen","checkmo"
1511,"complete",1,"Main Website
Main Website Store
",168,596.00,596.00,596.00,596.00,"000001511","USD","USD","Philip Rios","Philip Rios","2015-04-21 13:04:39","2015-04-21 13:04:39","725 Benjoc Place Ojufenwe, MT 87771","725 Benjoc Place Ojufenwe, MT 87771","Flat Rate - Fixed","Philip.Rios@thelumastory.com",3,596.00,1.99,"Philip Rios","checkmo"
1512,"complete",1,"Main Website
Main Website Store
",325,114.00,114.00,114.00,114.00,"000001512","USD","USD","Franklin Craig","Franklin Craig","2015-04-21 13:04:39","2015-04-21 13:04:39","647 Marvuc Extension Onimeki, PA 36631","647 Marvuc Extension Onimeki, PA 36631","Flat Rate - Fixed","Franklin.Craig@thelumastory.com",4,114.00,3.99,"Franklin Craig","checkmo"
1513,"complete",1,"Main Website
Main Website Store
",384,578.00,578.00,578.00,578.00,"000001513","USD","USD","Hunter Adams","Hunter Adams","2015-04-21 13:04:39","2015-04-21 13:04:39","1378 Modus Street Rawgifi, NC 14560","1378 Modus Street Rawgifi, NC 14560","Flat Rate - Fixed","Hunter.Adams@thelumastory.com",4,578.00,3.99,"Hunter Adams","checkmo"
1514,"complete",1,"Main Website
Main Website Store
",355,478.00,478.00,478.00,478.00,"000001514","USD","USD","Birdie Duncan","Birdie Duncan","2015-04-22 13:04:39","2015-04-22 13:04:39","114 Fiuf Avenue Pofgizde, MS 52982","114 Fiuf Avenue Pofgizde, MS 52982","Flat Rate - Fixed","Birdie.Duncan@thelumastory.com",3,478.00,6.99,"Birdie Duncan","checkmo"
1515,"complete",1,"Main Website
Main Website Store
",324,592.00,592.00,592.00,592.00,"000001515","USD","USD","Abbie Hart","Abbie Hart","2015-04-23 13:04:39","2015-04-23 13:04:39","1777 Mifle Circle Keukinow, RI 22512","1777 Mifle Circle Keukinow, RI 22512","Flat Rate - Fixed","Abbie.Hart@thelumastory.com",1,592.00,3.99,"Abbie Hart","checkmo"
1516,"complete",1,"Main Website
Main Website Store
",188,366.00,366.00,366.00,366.00,"000001516","USD","USD","Jerry George","Jerry George","2015-04-23 13:04:39","2015-04-23 13:04:39","713 Ruztej Boulevard Ruanji, OR 06181","713 Ruztej Boulevard Ruanji, OR 06181","Flat Rate - Fixed","Jerry.George@thelumastory.com",1,366.00,1.99,"Jerry George","checkmo"
1517,"complete",1,"Main Website
Main Website Store
",111,270.00,270.00,270.00,270.00,"000001517","USD","USD","Gregory Welch","Gregory Welch","2015-04-23 13:04:39","2015-04-23 13:04:39","1741 Hanza Highway Ozzulsa, ME 87254","1741 Hanza Highway Ozzulsa, ME 87254","Flat Rate - Fixed","Gregory.Welch@thelumastory.com",1,270.00,6.99,"Gregory Welch","checkmo"
1518,"complete",1,"Main Website
Main Website Store
",271,690.00,690.00,690.00,690.00,"000001518","USD","USD","Verna Townsend","Verna Townsend","2015-04-23 13:04:39","2015-04-23 13:04:39","858 Puva Junction Baazica, KY 95071","858 Puva Junction Baazica, KY 95071","Flat Rate - Fixed","Verna.Townsend@thelumastory.com",2,690.00,6.99,"Verna Townsend","checkmo"
1519,"complete",1,"Main Website
Main Website Store
",277,588.00,588.00,588.00,588.00,"000001519","USD","USD","Mittie McCarthy","Mittie McCarthy","2015-04-24 13:04:39","2015-04-24 13:04:39","893 Woklok River Vozipom, NY 03229","893 Woklok River Vozipom, NY 03229","Flat Rate - Fixed","Mittie.McCarthy@thelumastory.com",2,588.00,1.99,"Mittie McCarthy","checkmo"
1520,"complete",1,"Main Website
Main Website Store
",308,580.00,580.00,580.00,580.00,"000001520","USD","USD","Theresa Walker","Theresa Walker","2015-04-24 13:04:39","2015-04-24 13:04:39","1211 Fukuca Place Lugtuhjo, SD 87313","1211 Fukuca Place Lugtuhjo, SD 87313","Flat Rate - Fixed","Theresa.Walker@thelumastory.com",3,580.00,3.99,"Theresa Walker","checkmo"
