"customer_email","currency","product","status","shipping_method","payment","refund","created_at","updated_at"
"Frances.Sparks@thelumastory.com","USD","sku=MH01-M-Orange,qty=3;sku=MH04,qty=1;sku=MH11-XL-White,qty=4;sku=MH04-XL-Yellow,qty=2;sku=MH11-L-Red,qty=1","complete","flatrate_flatrate","checkmo","no","2016-08-09 15:22:41","2016-08-09 15:22:41"
"Jeanette.Barrett@thelumastory.com","USD","sku=MH13-XS-Green,qty=4;sku=MH02-M-Red,qty=1","complete","flatrate_flatrate","checkmo","no","2016-03-17 07:57:28","2016-03-17 07:57:28"
"Lenora.Richards@the1umastory.com","USD","sku=MH12-S-Blue,qty=4;sku=MH03-XS-Black,qty=4;sku=MH07-XS-Green,qty=1","complete","flatrate_flatrate","checkmo","no","2015-12-10 17:50:44","2015-12-10 17:50:44"
"Arthur.Warner@thelumastory.com","USD","sku=MH01-S-Black,qty=3;sku=MH03-S-Green,qty=1;sku=MH10-S-Blue,qty=1;sku=MH01-L-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-07 21:39:20","2016-07-07 21:39:20"
"Eugenia.Morales@the1umastory.com","USD","sku=MH13-M-Green,qty=3;sku=MH11-L-Red,qty=2;sku=MH06-XS-Blue,qty=4;sku=MH01-XL-Orange,qty=3","complete","flatrate_flatrate","checkmo","no","2016-09-18 15:22:24","2016-09-18 15:22:24"
"Michael.Saunders@the1umastory.com","USD","sku=MH11-L-Red,qty=3;sku=MH07-XS-Green,qty=4;sku=MH06-M-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-02 10:42:09","2016-07-02 10:42:09"
"Birdie.Christensen@the1umastory.com","USD","sku=MH06-L-Black,qty=2;sku=MH01-S-Gray,qty=1","complete","flatrate_flatrate","checkmo","no","2016-08-12 11:16:29","2016-08-12 11:16:29"
"Ophelia.Myers@thelumastory.com","USD","sku=MH04-L-Green,qty=2;sku=MH08-XL-Brown,qty=4","complete","flatrate_flatrate","checkmo","no","2016-09-23 06:24:06","2016-09-23 06:24:06"
"Helen.Warren@thelumastory.com","USD","sku=MH13-S-Lavender,qty=1;sku=MH09-XL-Red,qty=4;sku=MH10-M-Blue,qty=4;sku=MH01-XL-Gray,qty=3","complete","flatrate_flatrate","checkmo","no","2016-04-26 16:10:43","2016-04-26 16:10:43"
"Mario.Murray@the1umastory.com","USD","sku=MH09-XL-Red,qty=1;sku=MH08-S-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-09-18 02:22:16","2016-09-18 02:22:16"
"Genevieve.Kennedy@thelumastory.com","USD","sku=MH02-XS-Purple,qty=2;sku=MH13-XS-Lavender,qty=1;sku=MH06,qty=4;sku=MH07-M-Black,qty=1;sku=MH03-S-Black,qty=3","complete","flatrate_flatrate","checkmo","no","2016-03-26 10:13:48","2016-03-26 10:13:48"
"Nettie.Francis@thelumastory.com","USD","sku=MH07-M-Green,qty=3;sku=MH04-M-Green,qty=1;sku=MH06-XL-Purple,qty=1;sku=MH09-XL-Red,qty=4;sku=MH02-XS-Black,qty=4","complete","flatrate_flatrate","checkmo","no","2016-06-28 10:34:06","2016-06-28 10:34:06"
"Michael.Saunders@the1umastory.com","USD","sku=MH04-L-Yellow,qty=1;sku=MH07-XS-Black,qty=2;sku=MH12-M-Blue,qty=3;sku=MH13-XS-Blue,qty=2;sku=MH11-L-Orange,qty=3","complete","flatrate_flatrate","checkmo","no","2016-07-17 16:13:50","2016-07-17 16:13:50"
"Ophelia.King@thelumastory.com","USD","sku=MH01-S-Black,qty=3;sku=MH01-S-Gray,qty=4","complete","flatrate_flatrate","checkmo","no","2016-09-26 07:12:21","2016-09-26 07:12:21"
"Clara.Price@thelumastory.com","USD","sku=MH09-XS-Blue,qty=3;sku=MH04-XS-Green,qty=3;sku=MH07-XL-Black,qty=3;sku=MH10-S-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-21 13:21:52","2016-08-21 13:21:52"
"Harry.Ramsey@thelumastory.com","USD","sku=MH02-XS-Black,qty=2;sku=MH07-M-Green,qty=4;sku=MH05-S-White,qty=1;sku=MH01-XS-Black,qty=2;sku=MH09-XS-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-09 06:23:02","2016-09-09 06:23:02"
"Winifred.Franklin@thelumastory.com","USD","sku=MH07-S-Gray,qty=2;sku=MH02-L-Purple,qty=2;sku=MH03-XL-Green,qty=2;sku=MH03-XS-Green,qty=1;sku=MH09-L-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2016-10-02 08:55:22","2016-10-02 08:55:22"
"Jason.Farmer@the1umastory.com","USD","sku=MH09-S-Green,qty=3;sku=MH03,qty=2;sku=MH13-S-Green,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-19 00:20:50","2016-09-19 00:20:50"
"Zachary.Newton@the1umastory.com","USD","sku=MH01-S-Orange,qty=2;sku=MH02-XS-Black,qty=3;sku=MH02-S-Red,qty=3;sku=MH10-XL-Black,qty=4;sku=MH12-XL-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-05-05 02:23:22","2016-05-05 02:23:22"
"David.Buchanan@thelumastory.com","USD","sku=MH09-S-Red,qty=2;sku=MH02-XS-Black,qty=1;sku=MH03-M-Green,qty=1;sku=MH06-XS-Purple,qty=4","complete","flatrate_flatrate","checkmo","no","2016-10-02 05:50:46","2016-10-02 05:50:46"
"Frances.Elliott@thelumastory.com","USD","sku=MH06-L-Blue,qty=1;sku=MH05-M-Red,qty=2;sku=MH12-L-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-21 12:15:44","2016-09-21 12:15:44"
"Mario.Murray@the1umastory.com","USD","sku=MH09,qty=3;sku=MH02-L-Purple,qty=3","complete","flatrate_flatrate","checkmo","no","2016-06-25 12:48:45","2016-06-25 12:48:45"
"Jared.Wolfe@thelumastory.com","USD","sku=MH12-XS-Blue,qty=1;sku=MH10-S-Black,qty=2;sku=MH05-XS-Red,qty=1","complete","flatrate_flatrate","checkmo","no","2016-08-08 20:40:42","2016-08-08 20:40:42"
"Jeanette.Barrett@thelumastory.com","USD","sku=MH01-S-Black,qty=2;sku=MH08-L-Red,qty=1;sku=MH01-XL-Black,qty=2;sku=MH11-M-Orange,qty=4;sku=MH08-L-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-06-22 11:41:58","2016-06-22 11:41:58"
"Frances.Sparks@thelumastory.com","USD","sku=MH13-M-Green,qty=3;sku=MH09-XS-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-09 01:11:46","2016-08-09 01:11:46"
"Jeanette.Drake@thelumastory.com","USD","sku=MH06-XS-Black,qty=2;sku=MH03-XL-Blue,qty=1;sku=MH07-XS-Gray,qty=1;sku=MH10-XS-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-02-28 23:50:00","2016-02-28 23:50:00"
"Garrett.Nunez@thelumastory.com","USD","sku=MH10-L-Red,qty=2;sku=MH04-S-Yellow,qty=2;sku=MH04-S-White,qty=1;sku=MH11-S-Red,qty=2;sku=MH03-XL-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2016-09-17 16:35:38","2016-09-17 16:35:38"
"Anne.Patterson@thelumastory.com","USD","sku=MH11-M-Red,qty=3;sku=MH04-S-White,qty=2;sku=MH08-XS-Purple,qty=1","complete","flatrate_flatrate","checkmo","no","2016-06-09 08:47:41","2016-06-09 08:47:41"
"Cecelia.Ortiz@thelumastory.com","USD","sku=MH07-XS-Gray,qty=1;sku=MH02-XL-Black,qty=4;sku=MH06-S-Black,qty=4;sku=MH07-S-Green,qty=4","complete","flatrate_flatrate","checkmo","no","2016-08-31 06:29:00","2016-08-31 06:29:00"
"Pauline.Snyder@thelumastory.com","USD","sku=MH06-S-Blue,qty=2;sku=MH02-L-Black,qty=2;sku=MH04-XL-Yellow,qty=2;sku=MH12-L-Blue,qty=2;sku=MH10-S-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-30 04:09:18","2016-08-30 04:09:18"
"Joseph.Reed@thelumastory.com","USD","sku=MH05-M-White,qty=3;sku=MH01-S-Black,qty=1;sku=MH09-M-Blue,qty=1;sku=MH07-XL-Gray,qty=4","complete","flatrate_flatrate","checkmo","no","2016-09-16 18:11:35","2016-09-16 18:11:35"
"Connor.Beck@the1umastory.com","USD","sku=MH02-L-Purple,qty=3;sku=MH06-L-Blue,qty=2;sku=MH11-S-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-08-20 10:38:11","2016-08-20 10:38:11"
"Virgie.Oliver@thelumastory.com","USD","sku=MH06-M-Purple,qty=1;sku=MH07-XL-Black,qty=4","complete","flatrate_flatrate","checkmo","no","2016-09-14 15:58:49","2016-09-14 15:58:49"
"Lillian.McCoy@thelumastory.com","USD","sku=MH13-XS-Lavender,qty=1;sku=MH07-XS-Green,qty=1;sku=MH08-XS-Brown,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-22 13:48:02","2016-07-22 13:48:02"
"Anne.Fitzgerald@the1umastory.com","USD","sku=MH11-M-Orange,qty=1;sku=MH11-XL-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-09-08 19:58:34","2016-09-08 19:58:34"
"Brandon.Edwards@thelumastory.com","USD","sku=MH03-S-Black,qty=4;sku=MH05-M-Red,qty=2;sku=MH10-L-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-05-19 17:45:17","2016-05-19 17:45:17"
"Devin.Aguilar@the1umastory.com","USD","sku=MH13-XS-Blue,qty=1;sku=MH02-S-Red,qty=3;sku=MH10-L-Blue,qty=1","complete","flatrate_flatrate","checkmo","no","2016-10-02 13:23:02","2016-10-02 13:23:02"
"Julia.Rodriquez@the1umastory.com","USD","sku=MH05-XS-Green,qty=1;sku=MH06-S-Purple,qty=3;sku=MH10-M-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-24 12:05:44","2016-08-24 12:05:44"
"Hilda.Reeves@thelumastory.com","USD","sku=MH06-L-Black,qty=4;sku=MH05-XL-Red,qty=3;sku=MH12,qty=3;sku=MH05-XL-Green,qty=1;sku=MH04-XL-White,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-22 03:14:39","2016-08-22 03:14:39"
"Lura.Taylor@the1umastory.com","USD","sku=MH05-S-Green,qty=2;sku=MH10-XL-Red,qty=4;sku=MH10-XS-Blue,qty=1;sku=MH01-M-Gray,qty=4;sku=MH03-L-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2015-12-08 22:38:27","2015-12-08 22:38:27"
"Ophelia.Myers@thelumastory.com","USD","sku=MH12-L-Blue,qty=3;sku=MH04-L-Yellow,qty=3","complete","flatrate_flatrate","checkmo","no","2016-02-25 12:56:58","2016-02-25 12:56:58"
"Dale.Thompson@thelumastory.com","USD","sku=MH05-M-Green,qty=4;sku=MH03-XS-Blue,qty=2;sku=MH02-M-Purple,qty=4;sku=MH01-XS-Gray,qty=4;sku=MH09,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-01 00:48:32","2016-07-01 00:48:32"
"Zachary.Hunter@thelumastory.com","USD","sku=MH13-M-Blue,qty=4;sku=MH03-M-Green,qty=3","complete","flatrate_flatrate","checkmo","no","2016-07-30 12:52:16","2016-07-30 12:52:16"
"John.Colon@the1umastory.com","USD","sku=MH01-XL-Orange,qty=2;sku=MH02-XS-Black,qty=1;sku=MH12-S-Blue,qty=4;sku=MH03-XL-Black,qty=3","complete","flatrate_flatrate","checkmo","no","2016-03-14 10:12:09","2016-03-14 10:12:09"
"Shane.Lopez@thelumastory.com","USD","sku=MH09-XS-Blue,qty=3;sku=MH02-XL-Black,qty=2;sku=MH12-XS-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-08-12 19:49:03","2016-08-12 19:49:03"
"Jared.Wolfe@thelumastory.com","USD","sku=MH02-XL-Red,qty=2;sku=MH09-XL-Red,qty=1","complete","flatrate_flatrate","checkmo","no","2015-11-12 21:15:02","2015-11-12 21:15:02"
"Lillie.Stokes@thelumastory.com","USD","sku=MH11-XL-Red,qty=2;sku=MH01-M-Orange,qty=1;sku=MH04-M-Yellow,qty=1;sku=MH01-L-Orange,qty=1","complete","flatrate_flatrate","checkmo","no","2016-02-15 19:42:29","2016-02-15 19:42:29"
"Dale.Thompson@thelumastory.com","USD","sku=MH09-L-Green,qty=4;sku=MH05-L-White,qty=1;sku=MH03-M-Green,qty=4;sku=MH12-XS-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-01-14 09:07:04","2016-01-14 09:07:04"
"Ida.Roy@the1umastory.com","USD","sku=MH02-M-Red,qty=1;sku=MH02-S-Purple,qty=3;sku=MH05-L-Red,qty=2;sku=MH06,qty=4","complete","flatrate_flatrate","checkmo","no","2016-04-03 11:49:15","2016-04-03 11:49:15"
"Miguel.Adkins@the1umastory.com","USD","sku=MH11,qty=2;sku=MH10-XL-Red,qty=1;sku=MH06-M-Blue,qty=1;sku=MH12-L-Green,qty=2","complete","flatrate_flatrate","checkmo","no","2016-01-31 03:45:38","2016-01-31 03:45:38"
"Lillian.McCoy@thelumastory.com","USD","sku=MH01-L-Gray,qty=1;sku=MH13-M-Blue,qty=4;sku=MH04-S-White,qty=1;sku=MH09-L-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-28 03:19:05","2016-08-28 03:19:05"
"Jeanette.Drake@thelumastory.com","USD","sku=MH08-XL-Purple,qty=3;sku=MH12-L-Green,qty=3;sku=MH12-XL-Green,qty=4;sku=MH11-L-White,qty=1;sku=MH03,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-13 21:42:39","2016-09-13 21:42:39"
"Jesse.Wilkerson@the1umastory.com","USD","sku=MH11-M-Red,qty=2;sku=MH07-XS-Green,qty=3;sku=MH13-XS-Blue,qty=3;sku=MH02-XL-Red,qty=1;sku=MH11-S-Orange,qty=1","complete","flatrate_flatrate","checkmo","no","2016-05-08 19:39:31","2016-05-08 19:39:31"
"Adeline.Vega@the1umastory.com","USD","sku=MH04-L-White,qty=2;sku=MH08-L-Red,qty=4;sku=MH08-XS-Red,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-30 00:12:34","2016-09-30 00:12:34"
"Ricky.Schneider@the1umastory.com","USD","sku=MH05-XL-Green,qty=4;sku=MH06-S-Purple,qty=1","complete","flatrate_flatrate","checkmo","no","2016-05-05 00:54:01","2016-05-05 00:54:01"
"Philip.Murray@the1umastory.com","USD","sku=MH10-S-Blue,qty=3;sku=MH05-L-White,qty=4;sku=MH04-S-Yellow,qty=2;sku=MH01-S-Black,qty=4","complete","flatrate_flatrate","checkmo","no","2016-09-22 00:47:07","2016-09-22 00:47:07"
"Jared.Wolfe@thelumastory.com","USD","sku=MH12-XS-Red,qty=1;sku=MH09-S-Green,qty=1;sku=MH06-L-Black,qty=4","complete","flatrate_flatrate","checkmo","no","2016-07-08 17:24:24","2016-07-08 17:24:24"
"Stella.Young@thelumastory.com","USD","sku=MH07-XL-Gray,qty=1;sku=MH03-L-Blue,qty=4;sku=MH01-XL-Orange,qty=1;sku=MH03-L-Blue,qty=4;sku=MH08-L-Purple,qty=4","complete","flatrate_flatrate","checkmo","no","2016-08-08 12:40:11","2016-08-08 12:40:11"
"Ophelia.King@thelumastory.com","USD","sku=MH10-M-Red,qty=3;sku=MH06-M-Purple,qty=3;sku=MH06-M-Black,qty=3;sku=MH11-S-White,qty=2","complete","flatrate_flatrate","checkmo","no","2016-03-23 20:53:29","2016-03-23 20:53:29"
"Julia.Rodriquez@the1umastory.com","USD","sku=MH05,qty=1;sku=MH02-S-Black,qty=4;sku=MH03-M-Black,qty=1;sku=MH06-L-Blue,qty=3;sku=MH04-M-White,qty=2","complete","flatrate_flatrate","checkmo","no","2016-02-04 16:01:50","2016-02-04 16:01:50"
"Ethan.Swanson@the1umastory.com","USD","sku=MH08-M-Purple,qty=4;sku=MH06-XS-Blue,qty=2;sku=MH05-XS-Red,qty=4","complete","flatrate_flatrate","checkmo","no","2016-08-05 04:01:49","2016-08-05 04:01:49"
"Verna.Norris@thelumastory.com","USD","sku=MH05-XS-Red,qty=2;sku=MH01-M-Black,qty=1;sku=MH01-S-Black,qty=3;sku=MH02-M-Purple,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-10 02:00:59","2016-07-10 02:00:59"
"Brandon.Edwards@thelumastory.com","USD","sku=MH10-XS-Blue,qty=4;sku=MH04-XL-White,qty=2;sku=MH11-M-Red,qty=4;sku=MH02-XL-Purple,qty=1;sku=MH03-L-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-03 17:08:45","2016-07-03 17:08:45"
"Lenora.Benson@the1umastory.com","USD","sku=MH10-M-Black,qty=3;sku=MH06-M-Blue,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-24 11:42:52","2016-09-24 11:42:52"
"Stella.Young@thelumastory.com","USD","sku=MH06,qty=1;sku=MH12-XS-Red,qty=3;sku=MH05-S-White,qty=1;sku=MH02,qty=3;sku=MH04-XS-Yellow,qty=3","complete","flatrate_flatrate","checkmo","no","2016-09-29 12:45:46","2016-09-29 12:45:46"
"Jeanette.Drake@thelumastory.com","USD","sku=MH04-XL-Yellow,qty=1;sku=MH03-L-Black,qty=1","complete","flatrate_flatrate","checkmo","no","2016-07-05 12:07:40","2016-07-05 12:07:40"
"Dennis.Pierce@thelumastory.com","USD","sku=MH05-XL-Red,qty=2;sku=MH09-XL-Blue,qty=2;sku=MH02,qty=2;sku=MH09,qty=1;sku=MH07-XL-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-01-21 06:10:21","2016-01-21 06:10:21"
"Ricky.Schneider@the1umastory.com","USD","sku=MH04-L-Yellow,qty=3;sku=MH05-L-Green,qty=3;sku=MH07-XL-Green,qty=3;sku=MH06-XL-Black,qty=1","complete","flatrate_flatrate","checkmo","no","2016-07-04 07:54:11","2016-07-04 07:54:11"
"Devin.Aguilar@the1umastory.com","USD","sku=MH08-M-Brown,qty=1;sku=MH06-L-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2016-09-12 08:01:15","2016-09-12 08:01:15"
"Lillie.Stokes@thelumastory.com","USD","sku=MH12-XL-Blue,qty=2;sku=MH09-XL-Blue,qty=4;sku=MH06-M-Blue,qty=4;sku=MH04-XL-Green,qty=3","complete","flatrate_flatrate","checkmo","no","2016-08-31 00:46:07","2016-08-31 00:46:07"
"Philip.Murray@the1umastory.com","USD","sku=MH09-M-Red,qty=1;sku=MH07-L-Gray,qty=1;sku=MH08-XL-Red,qty=3;sku=MH11-M-Orange,qty=4;sku=MH11-L-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-03-26 21:59:02","2016-03-26 21:59:02"
"Jeanette.Barrett@thelumastory.com","USD","sku=MH03-XS-Green,qty=4;sku=MH13-M-Green,qty=3;sku=MH11-S-Red,qty=1","complete","flatrate_flatrate","checkmo","no","2016-07-24 00:06:32","2016-07-24 00:06:32"
"Sam.Carpenter@the1umastory.com","USD","sku=MH09-XL-Red,qty=2;sku=MH03-L-Black,qty=3;sku=MH05-XS-White,qty=3;sku=MH05-XL-Red,qty=2;sku=MH11-XS-White,qty=1","complete","flatrate_flatrate","checkmo","no","2016-01-16 22:06:22","2016-01-16 22:06:22"
"Brandon.Edwards@thelumastory.com","USD","sku=MH02-XS-Black,qty=1;sku=MH02-M-Red,qty=3;sku=MH10-S-Red,qty=4;sku=MH08-S-Red,qty=4;sku=MH04-XL-White,qty=2","complete","flatrate_flatrate","checkmo","no","2016-10-04 16:02:30","2016-10-04 16:02:30"
"Jackson.Franklin@the1umastory.com","USD","sku=MH01-M-Orange,qty=2;sku=MH01-L-Black,qty=4;sku=MH02-XS-Red,qty=4","complete","flatrate_flatrate","checkmo","no","2016-09-05 15:10:19","2016-09-05 15:10:19"
"Cecilia.Ward@the1umastory.com","USD","sku=MH11-S-White,qty=2;sku=MH03-L-Blue,qty=1;sku=MH13-M-Blue,qty=2;sku=MH12-M-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-11 07:11:28","2016-09-11 07:11:28"
"Pauline.Snyder@thelumastory.com","USD","sku=MH06-S-Purple,qty=2;sku=MH06-XL-Blue,qty=3;sku=MH10-S-Blue,qty=4;sku=MH05-XS-White,qty=2;sku=MH05-XS-Red,qty=3","complete","flatrate_flatrate","checkmo","no","2016-08-15 02:47:21","2016-08-15 02:47:21"
"Eliza.Hamilton@the1umastory.com","USD","sku=MH11-M-Red,qty=4;sku=MH10-M-Red,qty=1;sku=MH10,qty=4;sku=MH03-S-Blue,qty=1;sku=MH13-XS-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2016-07-15 15:29:07","2016-07-15 15:29:07"
"Margaret.Park@the1umastory.com","USD","sku=MH03-L-Green,qty=3;sku=MH10-XL-Red,qty=3;sku=MH09-XL-Blue,qty=1;sku=MH08-M-Red,qty=4","complete","flatrate_flatrate","checkmo","no","2016-02-19 14:18:57","2016-02-19 14:18:57"
"Arthur.Jacobs@thelumastory.com","USD","sku=MH03-M-Green,qty=1;sku=MH11-XS-Orange,qty=4;sku=MH08-XS-Brown,qty=3","complete","flatrate_flatrate","checkmo","no","2016-05-19 14:58:40","2016-05-19 14:58:40"
"Millie.Walters@thelumastory.com","USD","sku=MH01-XL-Gray,qty=4;sku=MH10-S-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-04-10 23:05:25","2016-04-10 23:05:25"
"Adeline.Vega@the1umastory.com","USD","sku=MH12-XS-Blue,qty=4;sku=MH01-S-Black,qty=2;sku=MH11-L-Orange,qty=3;sku=MH02-S-Purple,qty=3;sku=MH04-M-Yellow,qty=4","complete","flatrate_flatrate","checkmo","no","2016-05-12 06:03:57","2016-05-12 06:03:57"
"Lida.Robertson@the1umastory.com","USD","sku=MH05-S-Red,qty=1;sku=MH09-XS-Red,qty=1;sku=MH10-XS-Black,qty=3;sku=MH09-L-Red,qty=2;sku=MH09-XL-Blue,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-11 23:26:16","2016-09-11 23:26:16"
"Anne.Patterson@thelumastory.com","USD","sku=MH08-S-Purple,qty=1;sku=MH05-XS-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-18 06:57:51","2016-09-18 06:57:51"
"Hilda.Reeves@thelumastory.com","USD","sku=MH03-M-Green,qty=3;sku=MH10-S-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-10 12:15:56","2016-09-10 12:15:56"
"Miguel.Adkins@the1umastory.com","USD","sku=MH12-M-Blue,qty=1;sku=MH09-L-Green,qty=2;sku=MH07-M-Green,qty=4;sku=MH06-L-Purple,qty=3;sku=MH07-M-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-09 11:09:41","2016-09-09 11:09:41"
"Lillian.McCoy@thelumastory.com","USD","sku=MH13-M-Blue,qty=1;sku=MH06-M-Purple,qty=1","complete","flatrate_flatrate","checkmo","no","2016-08-30 10:24:07","2016-08-30 10:24:07"
"Jeanette.Barrett@thelumastory.com","USD","sku=MH12-XS-Blue,qty=3;sku=MH02-M-Black,qty=2;sku=MH07-XL-Green,qty=2;sku=MH06-XS-Black,qty=4;sku=MH05-XL-White,qty=3","complete","flatrate_flatrate","checkmo","no","2016-08-06 09:49:06","2016-08-06 09:49:06"
"Eliza.Hamilton@the1umastory.com","USD","sku=MH07-S-Green,qty=4;sku=MH08-S-Brown,qty=3;sku=MH04,qty=4;sku=MH04,qty=1;sku=MH01-M-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-26 18:06:07","2016-07-26 18:06:07"
"Lida.Robertson@the1umastory.com","USD","sku=MH04-M-White,qty=2;sku=MH01-L-Gray,qty=3;sku=MH09-XS-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2016-07-22 17:09:01","2016-07-22 17:09:01"
"Clara.Price@thelumastory.com","USD","sku=MH01-XL-Orange,qty=2;sku=MH01-L-Gray,qty=2;sku=MH08-XS-Red,qty=2;sku=MH10-S-Blue,qty=1;sku=MH12-XL-Blue,qty=3","complete","flatrate_flatrate","checkmo","no","2015-11-30 19:37:57","2015-11-30 19:37:57"
"Jared.Wolfe@thelumastory.com","USD","sku=MH10-XL-Blue,qty=4;sku=MH02-S-Black,qty=1;sku=MH04-L-Yellow,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-19 14:51:38","2016-09-19 14:51:38"
"Ricky.Schneider@the1umastory.com","USD","sku=MH12-S-Blue,qty=2;sku=MH01-XS-Black,qty=3;sku=MH09,qty=1;sku=MH04-S-White,qty=3","complete","flatrate_flatrate","checkmo","no","2016-08-26 17:33:22","2016-08-26 17:33:22"
"Virgie.Oliver@thelumastory.com","USD","sku=MH04-M-Yellow,qty=3;sku=MH05-M-White,qty=2","complete","flatrate_flatrate","checkmo","no","2016-07-17 03:15:49","2016-07-17 03:15:49"
"Genevieve.Kennedy@thelumastory.com","USD","sku=MH05-XS-White,qty=1;sku=MH01-XL-Orange,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-28 15:37:42","2016-09-28 15:37:42"
"Mamie.Carr@the1umastory.com","USD","sku=MH04-S-Yellow,qty=3;sku=MH13-XS-Green,qty=4;sku=MH12-XS-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-06-20 14:51:29","2016-06-20 14:51:29"
"Anne.Fitzgerald@the1umastory.com","USD","sku=MH06-XL-Blue,qty=3;sku=MH09-M-Blue,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-02 10:53:41","2016-08-02 10:53:41"
"Johnny.Franklin@thelumastory.com","USD","sku=MH10-S-Red,qty=1;sku=MH02-L-Red,qty=2;sku=MH05,qty=3;sku=MH01-XS-Gray,qty=4;sku=MH01-M-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-04-10 22:40:25","2016-04-10 22:40:25"
"Tillie.Armstrong@thelumastory.com","USD","sku=MH01-M-Gray,qty=1;sku=MH06-S-Black,qty=1;sku=MH10-XS-Red,qty=3;sku=MH09-S-Green,qty=1;sku=MH10,qty=2","complete","flatrate_flatrate","checkmo","no","2016-02-18 10:04:55","2016-02-18 10:04:55"
"Dale.Fletcher@thelumastory.com","USD","sku=MH07-XL-Black,qty=3;sku=MH07-M-Gray,qty=1;sku=MH03,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-06 08:27:02","2016-09-06 08:27:02"
"Zachary.Newton@the1umastory.com","USD","sku=MH01-XL-Gray,qty=3;sku=MH13-S-Lavender,qty=4;sku=MH01-M-Black,qty=2;sku=MH02-XS-Black,qty=2","complete","flatrate_flatrate","checkmo","no","2016-08-10 09:11:27","2016-08-10 09:11:27"
"Warren.Adkins@the1umastory.com","USD","sku=MH05-XL-Red,qty=1;sku=MH05-S-Green,qty=1;sku=MH11-S-Red,qty=2;sku=MH04-XL-Green,qty=2","complete","flatrate_flatrate","checkmo","no","2016-06-07 17:05:47","2016-06-07 17:05:47"
"Cory.Fields@the1umastory.com","USD","sku=MH10-M-Black,qty=1;sku=MH13-S-Green,qty=1","complete","flatrate_flatrate","checkmo","no","2016-09-21 03:19:59","2016-09-21 03:19:59"
"Catherine.Bell@thelumastory.com","USD","sku=MH03-M-Blue,qty=3;sku=MH08-S-Brown,qty=2;sku=MH11-L-White,qty=1;sku=MH02-XL-Red,qty=2","complete","flatrate_flatrate","checkmo","no","2016-09-07 00:39:58","2016-09-07 00:39:58"
"John.Colon@the1umastory.com","USD","sku=MH05-L-Green,qty=1;sku=MH05-XL-White,qty=3;sku=MH11-XL-Orange,qty=2;sku=MH12-M-Green,qty=4;sku=MH11-XL-Red,qty=4","complete","flatrate_flatrate","checkmo","no","2016-04-01 12:04:28","2016-04-01 12:04:28"
