"entity_id","state","status","shipping_description","store_id","customer_id","base_discount_amount","base_grand_total","base_subtotal","base_subtotal_invoiced","base_to_global_rate","base_total_invoiced","base_total_paid","grand_total","subtotal","subtotal_invoiced","total_invoiced","total_paid","total_qty_ordered","base_subtotal_incl_tax","base_total_due","subtotal_incl_tax","total_due","customer_email","customer_firstname","customer_lastname","shipping_method","store_name","created_at","updated_at","total_item_count","increment_id"
1764,"complete","complete","Flat Rate - Fixed",1,235,0,700.00,700.00,700.00,1,700.00,700.00,700.00,700.00,700.00,700.00,700.00,3,700.00,700.00,700.00,700.00,"Paul.Perry@thelumastory.com","Paul","Perry","flatrate_flatrate","Main","2015-08-07 13:04:39","2015-08-07 13:04:39",3,"000001764"
1765,"complete","complete","Flat Rate - Fixed",1,190,0,642.00,642.00,642.00,1,642.00,642.00,642.00,642.00,642.00,642.00,642.00,3,642.00,642.00,642.00,642.00,"Norman.Pierce@thelumastory.com","Norman","Pierce","flatrate_flatrate","Main","2015-08-07 13:04:39","2015-08-07 13:04:39",3,"000001765"
1766,"complete","complete","Flat Rate - Fixed",1,313,0,318.00,318.00,318.00,1,318.00,318.00,318.00,318.00,318.00,318.00,318.00,4,318.00,318.00,318.00,318.00,"Allie.Abbott@thelumastory.com","Allie","Abbott","flatrate_flatrate","Main","2015-08-07 13:04:39","2015-08-07 13:04:39",4,"000001766"
1768,"complete","complete","Flat Rate - Fixed",1,328,0,681.00,681.00,681.00,1,681.00,681.00,681.00,681.00,681.00,681.00,681.00,2,681.00,681.00,681.00,681.00,"Ina.Wolfe@thelumastory.com","Ina","Wolfe","flatrate_flatrate","Main","2015-08-08 13:04:39","2015-08-08 13:04:39",2,"000001768"
1767,"complete","complete","Flat Rate - Fixed",1,219,0,670.00,670.00,670.00,1,670.00,670.00,670.00,670.00,670.00,670.00,670.00,4,670.00,670.00,670.00,670.00,"Christian.Hudson@thelumastory.com","Christian","Hudson","flatrate_flatrate","Main","2015-08-08 13:04:39","2015-08-08 13:04:39",4,"000001767"
1770,"complete","complete","Flat Rate - Fixed",1,212,0,335.00,335.00,335.00,1,335.00,335.00,335.00,335.00,335.00,335.00,335.00,2,335.00,335.00,335.00,335.00,"Victor.Luna@thelumastory.com","Victor","Luna","flatrate_flatrate","Main","2015-08-09 13:04:39","2015-08-09 13:04:39",2,"000001770"
1769,"complete","complete","Flat Rate - Fixed",1,352,0,311.00,311.00,311.00,1,311.00,311.00,311.00,311.00,311.00,311.00,311.00,4,311.00,311.00,311.00,311.00,"Jesus.Castro@thelumastory.com","Jesus","Castro","flatrate_flatrate","Main","2015-08-09 13:04:39","2015-08-09 13:04:39",4,"000001769"
1771,"complete","complete","Flat Rate - Fixed",1,127,0,648.00,648.00,648.00,1,648.00,648.00,648.00,648.00,648.00,648.00,648.00,3,648.00,648.00,648.00,648.00,"Genevieve.Carter@thelumastory.com","Genevieve","Carter","flatrate_flatrate","Main","2015-08-11 13:04:39","2015-08-11 13:04:39",3,"000001771"
1772,"complete","complete","Flat Rate - Fixed",1,148,0,656.00,656.00,656.00,1,656.00,656.00,656.00,656.00,656.00,656.00,656.00,4,656.00,656.00,656.00,656.00,"Victoria.Walters@thelumastory.com","Victoria","Walters","flatrate_flatrate","Main","2015-08-11 13:04:39","2015-08-11 13:04:39",4,"000001772"
1774,"complete","complete","Flat Rate - Fixed",1,189,0,294.00,294.00,294.00,1,294.00,294.00,294.00,294.00,294.00,294.00,294.00,4,294.00,294.00,294.00,294.00,"Lillie.Spencer@thelumastory.com","Lillie","Spencer","flatrate_flatrate","Main","2015-08-12 13:04:39","2015-08-12 13:04:39",4,"000001774"
1773,"complete","complete","Flat Rate - Fixed",1,118,0,494.00,494.00,494.00,1,494.00,494.00,494.00,494.00,494.00,494.00,494.00,2,494.00,494.00,494.00,494.00,"Elsie.Reese@thelumastory.com","Elsie","Reese","flatrate_flatrate","Main","2015-08-12 13:04:39","2015-08-12 13:04:39",2,"000001773"
1775,"complete","complete","Flat Rate - Fixed",1,110,0,249.00,249.00,249.00,1,249.00,249.00,249.00,249.00,249.00,249.00,249.00,3,249.00,249.00,249.00,249.00,"Patrick.Mack@thelumastory.com","Patrick","Mack","flatrate_flatrate","Main","2015-08-13 13:04:39","2015-08-13 13:04:39",3,"000001775"
1777,"complete","complete","Flat Rate - Fixed",1,384,0,404.00,404.00,404.00,1,404.00,404.00,404.00,404.00,404.00,404.00,404.00,2,404.00,404.00,404.00,404.00,"Hunter.Adams@thelumastory.com","Hunter","Adams","flatrate_flatrate","Main","2015-08-13 13:04:39","2015-08-13 13:04:39",2,"000001777"
1776,"complete","complete","Flat Rate - Fixed",1,171,0,306.00,306.00,306.00,1,306.00,306.00,306.00,306.00,306.00,306.00,306.00,4,306.00,306.00,306.00,306.00,"Harvey.Saunders@thelumastory.com","Harvey","Saunders","flatrate_flatrate","Main","2015-08-13 13:04:39","2015-08-13 13:04:39",4,"000001776"
1782,"complete","complete","Flat Rate - Fixed",1,380,0,414.00,414.00,414.00,1,414.00,414.00,414.00,414.00,414.00,414.00,414.00,3,414.00,414.00,414.00,414.00,"Estella.Lawrence@thelumastory.com","Estella","Lawrence","flatrate_flatrate","Main","2015-08-14 13:04:39","2015-08-14 13:04:39",3,"000001782"
1778,"complete","complete","Flat Rate - Fixed",1,220,0,824.00,824.00,824.00,1,824.00,824.00,824.00,824.00,824.00,824.00,824.00,1,824.00,824.00,824.00,824.00,"Cody.Franklin@thelumastory.com","Cody","Franklin","flatrate_flatrate","Main","2015-08-14 13:04:39","2015-08-14 13:04:39",1,"000001778"
1781,"complete","complete","Flat Rate - Fixed",1,301,0,794.00,794.00,794.00,1,794.00,794.00,794.00,794.00,794.00,794.00,794.00,3,794.00,794.00,794.00,794.00,"Mason.Rowe@thelumastory.com","Mason","Rowe","flatrate_flatrate","Main","2015-08-14 13:04:39","2015-08-14 13:04:39",3,"000001781"
1780,"complete","complete","Flat Rate - Fixed",1,354,0,268.00,268.00,268.00,1,268.00,268.00,268.00,268.00,268.00,268.00,268.00,1,268.00,268.00,268.00,268.00,"Stephen.Griffith@thelumastory.com","Stephen","Griffith","flatrate_flatrate","Main","2015-08-14 13:04:39","2015-08-14 13:04:39",1,"000001780"
1779,"complete","complete","Flat Rate - Fixed",1,206,0,254.00,254.00,254.00,1,254.00,254.00,254.00,254.00,254.00,254.00,254.00,2,254.00,254.00,254.00,254.00,"Shawn.Cook@thelumastory.com","Shawn","Cook","flatrate_flatrate","Main","2015-08-14 13:04:39","2015-08-14 13:04:39",2,"000001779"
1785,"complete","complete","Flat Rate - Fixed",1,193,0,512.00,512.00,512.00,1,512.00,512.00,512.00,512.00,512.00,512.00,512.00,1,512.00,512.00,512.00,512.00,"Michael.Lewis@thelumastory.com","Michael","Lewis","flatrate_flatrate","Main","2015-08-16 13:04:39","2015-08-16 13:04:39",1,"000001785"
1783,"complete","complete","Flat Rate - Fixed",1,385,0,338.00,338.00,338.00,1,338.00,338.00,338.00,338.00,338.00,338.00,338.00,3,338.00,338.00,338.00,338.00,"Clara.Horton@thelumastory.com","Clara","Horton","flatrate_flatrate","Main","2015-08-16 13:04:39","2015-08-16 13:04:39",3,"000001783"
1784,"complete","complete","Flat Rate - Fixed",1,360,0,410.00,410.00,410.00,1,410.00,410.00,410.00,410.00,410.00,410.00,410.00,1,410.00,410.00,410.00,410.00,"Laura.Roberson@thelumastory.com","Laura","Roberson","flatrate_flatrate","Main","2015-08-16 13:04:39","2015-08-16 13:04:39",1,"000001784"
1786,"complete","complete","Flat Rate - Fixed",1,260,0,269.00,269.00,269.00,1,269.00,269.00,269.00,269.00,269.00,269.00,269.00,3,269.00,269.00,269.00,269.00,"Myra.Rodriquez@thelumastory.com","Myra","Rodriquez","flatrate_flatrate","Main","2015-08-17 13:04:39","2015-08-17 13:04:39",3,"000001786"
1787,"complete","complete","Flat Rate - Fixed",1,322,0,727.00,727.00,727.00,1,727.00,727.00,727.00,727.00,727.00,727.00,727.00,1,727.00,727.00,727.00,727.00,"Minnie.Tran@thelumastory.com","Minnie","Tran","flatrate_flatrate","Main","2015-08-17 13:04:39","2015-08-17 13:04:39",1,"000001787"
1791,"complete","complete","Flat Rate - Fixed",1,192,0,1014.00,1014.00,1014.00,1,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1014.00,1,1014.00,1014.00,1014.00,1014.00,"Frederick.Warren@thelumastory.com","Frederick","Warren","flatrate_flatrate","Main","2015-08-18 13:04:39","2015-08-18 13:04:39",1,"000001791"
1790,"complete","complete","Flat Rate - Fixed",1,112,0,482.00,482.00,482.00,1,482.00,482.00,482.00,482.00,482.00,482.00,482.00,3,482.00,482.00,482.00,482.00,"Inez.Barrett@thelumastory.com","Inez","Barrett","flatrate_flatrate","Main","2015-08-18 13:04:39","2015-08-18 13:04:39",3,"000001790"
1788,"complete","complete","Flat Rate - Fixed",1,171,0,548.00,548.00,548.00,1,548.00,548.00,548.00,548.00,548.00,548.00,548.00,2,548.00,548.00,548.00,548.00,"Harvey.Saunders@thelumastory.com","Harvey","Saunders","flatrate_flatrate","Main","2015-08-18 13:04:39","2015-08-18 13:04:39",2,"000001788"
1789,"complete","complete","Flat Rate - Fixed",1,296,0,477.00,477.00,477.00,1,477.00,477.00,477.00,477.00,477.00,477.00,477.00,4,477.00,477.00,477.00,477.00,"Alvin.Rogers@thelumastory.com","Alvin","Rogers","flatrate_flatrate","Main","2015-08-18 13:04:39","2015-08-18 13:04:39",4,"000001789"
1792,"complete","complete","Flat Rate - Fixed",1,210,0,192.00,192.00,192.00,1,192.00,192.00,192.00,192.00,192.00,192.00,192.00,3,192.00,192.00,192.00,192.00,"Ricardo.Rios@thelumastory.com","Ricardo","Rios","flatrate_flatrate","Main","2015-08-19 13:04:39","2015-08-19 13:04:39",3,"000001792"
1795,"complete","complete","Flat Rate - Fixed",1,338,0,438.00,438.00,438.00,1,438.00,438.00,438.00,438.00,438.00,438.00,438.00,2,438.00,438.00,438.00,438.00,"Manuel.Becker@thelumastory.com","Manuel","Becker","flatrate_flatrate","Main","2015-08-19 13:04:39","2015-08-19 13:04:39",2,"000001795"
1796,"complete","complete","Flat Rate - Fixed",1,220,0,921.00,921.00,921.00,1,921.00,921.00,921.00,921.00,921.00,921.00,921.00,3,921.00,921.00,921.00,921.00,"Cody.Franklin@thelumastory.com","Cody","Franklin","flatrate_flatrate","Main","2015-08-19 13:04:39","2015-08-19 13:04:39",3,"000001796"
1794,"complete","complete","Flat Rate - Fixed",1,326,0,568.00,568.00,568.00,1,568.00,568.00,568.00,568.00,568.00,568.00,568.00,3,568.00,568.00,568.00,568.00,"Jeffrey.Bishop@thelumastory.com","Jeffrey","Bishop","flatrate_flatrate","Main","2015-08-19 13:04:39","2015-08-19 13:04:39",3,"000001794"
1793,"complete","complete","Flat Rate - Fixed",1,247,0,537.00,537.00,537.00,1,537.00,537.00,537.00,537.00,537.00,537.00,537.00,2,537.00,537.00,537.00,537.00,"Zachary.Simon@thelumastory.com","Zachary","Simon","flatrate_flatrate","Main","2015-08-19 13:04:39","2015-08-19 13:04:39",2,"000001793"
1797,"complete","complete","Flat Rate - Fixed",1,330,0,277.00,277.00,277.00,1,277.00,277.00,277.00,277.00,277.00,277.00,277.00,1,277.00,277.00,277.00,277.00,"Verna.Daniels@thelumastory.com","Verna","Daniels","flatrate_flatrate","Main","2015-08-20 13:04:39","2015-08-20 13:04:39",1,"000001797"
1798,"complete","complete","Flat Rate - Fixed",1,276,0,528.00,528.00,528.00,1,528.00,528.00,528.00,528.00,528.00,528.00,528.00,1,528.00,528.00,528.00,528.00,"Ronnie.Reid@thelumastory.com","Ronnie","Reid","flatrate_flatrate","Main","2015-08-20 13:04:39","2015-08-20 13:04:39",1,"000001798"
1803,"complete","complete","Flat Rate - Fixed",1,384,0,272.00,272.00,272.00,1,272.00,272.00,272.00,272.00,272.00,272.00,272.00,2,272.00,272.00,272.00,272.00,"Hunter.Adams@thelumastory.com","Hunter","Adams","flatrate_flatrate","Main","2015-08-21 13:04:39","2015-08-21 13:04:39",2,"000001803"
1800,"complete","complete","Flat Rate - Fixed",1,193,0,516.00,516.00,516.00,1,516.00,516.00,516.00,516.00,516.00,516.00,516.00,4,516.00,516.00,516.00,516.00,"Michael.Lewis@thelumastory.com","Michael","Lewis","flatrate_flatrate","Main","2015-08-21 13:04:39","2015-08-21 13:04:39",4,"000001800"
1801,"complete","complete","Flat Rate - Fixed",1,115,0,418.00,418.00,418.00,1,418.00,418.00,418.00,418.00,418.00,418.00,418.00,4,418.00,418.00,418.00,418.00,"Alta.Jensen@thelumastory.com","Alta","Jensen","flatrate_flatrate","Main","2015-08-21 13:04:39","2015-08-21 13:04:39",4,"000001801"
1802,"complete","complete","Flat Rate - Fixed",1,203,0,702.00,702.00,702.00,1,702.00,702.00,702.00,702.00,702.00,702.00,702.00,4,702.00,702.00,702.00,702.00,"Eric.Jimenez@thelumastory.com","Eric","Jimenez","flatrate_flatrate","Main","2015-08-21 13:04:39","2015-08-21 13:04:39",4,"000001802"
1799,"complete","complete","Flat Rate - Fixed",1,380,0,655.00,655.00,655.00,1,655.00,655.00,655.00,655.00,655.00,655.00,655.00,3,655.00,655.00,655.00,655.00,"Estella.Lawrence@thelumastory.com","Estella","Lawrence","flatrate_flatrate","Main","2015-08-21 13:04:39","2015-08-21 13:04:39",3,"000001799"
1805,"complete","complete","Flat Rate - Fixed",1,287,0,858.00,858.00,858.00,1,858.00,858.00,858.00,858.00,858.00,858.00,858.00,1,858.00,858.00,858.00,858.00,"Dustin.Patton@thelumastory.com","Dustin","Patton","flatrate_flatrate","Main","2015-08-22 13:04:39","2015-08-22 13:04:39",1,"000001805"
1804,"complete","complete","Flat Rate - Fixed",1,392,0,554.00,554.00,554.00,1,554.00,554.00,554.00,554.00,554.00,554.00,554.00,4,554.00,554.00,554.00,554.00,"Winifred.Estrada@thelumastory.com","Winifred","Estrada","flatrate_flatrate","Main","2015-08-22 13:04:39","2015-08-22 13:04:39",4,"000001804"
1807,"complete","complete","Flat Rate - Fixed",1,149,0,289.00,289.00,289.00,1,289.00,289.00,289.00,289.00,289.00,289.00,289.00,1,289.00,289.00,289.00,289.00,"Lula.Robinson@thelumastory.com","Lula","Robinson","flatrate_flatrate","Main","2015-08-22 13:04:39","2015-08-22 13:04:39",1,"000001807"
1806,"complete","complete","Flat Rate - Fixed",1,240,0,256.00,256.00,256.00,1,256.00,256.00,256.00,256.00,256.00,256.00,256.00,2,256.00,256.00,256.00,256.00,"Bryan.Fleming@thelumastory.com","Bryan","Fleming","flatrate_flatrate","Main","2015-08-22 13:04:39","2015-08-22 13:04:39",2,"000001806"
1810,"complete","complete","Flat Rate - Fixed",1,319,0,494.00,494.00,494.00,1,494.00,494.00,494.00,494.00,494.00,494.00,494.00,3,494.00,494.00,494.00,494.00,"Kate.Newman@thelumastory.com","Kate","Newman","flatrate_flatrate","Main","2015-08-23 13:04:39","2015-08-23 13:04:39",3,"000001810"
1808,"complete","complete","Flat Rate - Fixed",1,169,0,360.00,360.00,360.00,1,360.00,360.00,360.00,360.00,360.00,360.00,360.00,4,360.00,360.00,360.00,360.00,"Caleb.Mann@thelumastory.com","Caleb","Mann","flatrate_flatrate","Main","2015-08-23 13:04:39","2015-08-23 13:04:39",4,"000001808"
1809,"complete","complete","Flat Rate - Fixed",1,315,0,425.00,425.00,425.00,1,425.00,425.00,425.00,425.00,425.00,425.00,425.00,2,425.00,425.00,425.00,425.00,"Elmer.Torres@thelumastory.com","Elmer","Torres","flatrate_flatrate","Main","2015-08-23 13:04:39","2015-08-23 13:04:39",2,"000001809"
1812,"complete","complete","Flat Rate - Fixed",1,139,0,285.00,285.00,285.00,1,285.00,285.00,285.00,285.00,285.00,285.00,285.00,3,285.00,285.00,285.00,285.00,"Martha.Colon@thelumastory.com","Martha","Colon","flatrate_flatrate","Main","2015-08-24 13:04:39","2015-08-24 13:04:39",3,"000001812"
1811,"complete","complete","Flat Rate - Fixed",1,229,0,956.00,956.00,956.00,1,956.00,956.00,956.00,956.00,956.00,956.00,956.00,3,956.00,956.00,956.00,956.00,"Anne.Rivera@thelumastory.com","Anne","Rivera","flatrate_flatrate","Main","2015-08-24 13:04:39","2015-08-24 13:04:39",3,"000001811"
1814,"complete","complete","Flat Rate - Fixed",1,356,0,811.00,811.00,811.00,1,811.00,811.00,811.00,811.00,811.00,811.00,811.00,2,811.00,811.00,811.00,811.00,"Troy.Shelton@thelumastory.com","Troy","Shelton","flatrate_flatrate","Main","2015-08-25 13:04:39","2015-08-25 13:04:39",2,"000001814"
1813,"complete","complete","Flat Rate - Fixed",1,214,0,412.00,412.00,412.00,1,412.00,412.00,412.00,412.00,412.00,412.00,412.00,4,412.00,412.00,412.00,412.00,"Jeanette.Lawrence@thelumastory.com","Jeanette","Lawrence","flatrate_flatrate","Main","2015-08-25 13:04:39","2015-08-25 13:04:39",4,"000001813"
1817,"complete","complete","Flat Rate - Fixed",1,176,0,331.00,331.00,331.00,1,331.00,331.00,331.00,331.00,331.00,331.00,331.00,4,331.00,331.00,331.00,331.00,"Gavin.Freeman@thelumastory.com","Gavin","Freeman","flatrate_flatrate","Main","2015-08-25 13:04:39","2015-08-25 13:04:39",4,"000001817"
1816,"complete","complete","Flat Rate - Fixed",1,339,0,1058.00,1058.00,1058.00,1,1058.00,1058.00,1058.00,1058.00,1058.00,1058.00,1058.00,3,1058.00,1058.00,1058.00,1058.00,"Inez.Newton@thelumastory.com","Inez","Newton","flatrate_flatrate","Main","2015-08-25 13:04:39","2015-08-25 13:04:39",3,"000001816"
1815,"complete","complete","Flat Rate - Fixed",1,301,0,252.00,252.00,252.00,1,252.00,252.00,252.00,252.00,252.00,252.00,252.00,3,252.00,252.00,252.00,252.00,"Mason.Rowe@thelumastory.com","Mason","Rowe","flatrate_flatrate","Main","2015-08-25 13:04:39","2015-08-25 13:04:39",3,"000001815"
1819,"complete","complete","Flat Rate - Fixed",1,210,0,250.00,250.00,250.00,1,250.00,250.00,250.00,250.00,250.00,250.00,250.00,1,250.00,250.00,250.00,250.00,"Ricardo.Rios@thelumastory.com","Ricardo","Rios","flatrate_flatrate","Main","2015-08-26 13:04:39","2015-08-26 13:04:39",1,"000001819"
1818,"complete","complete","Flat Rate - Fixed",1,332,0,302.00,302.00,302.00,1,302.00,302.00,302.00,302.00,302.00,302.00,302.00,2,302.00,302.00,302.00,302.00,"Milton.Bryan@thelumastory.com","Milton","Bryan","flatrate_flatrate","Main","2015-08-26 13:04:39","2015-08-26 13:04:39",2,"000001818"
1820,"complete","complete","Flat Rate - Fixed",1,239,0,467.00,467.00,467.00,1,467.00,467.00,467.00,467.00,467.00,467.00,467.00,1,467.00,467.00,467.00,467.00,"Sarah.Ballard@thelumastory.com","Sarah","Ballard","flatrate_flatrate","Main","2015-08-26 13:04:39","2015-08-26 13:04:39",1,"000001820"
1821,"complete","complete","Flat Rate - Fixed",1,343,0,210.00,210.00,210.00,1,210.00,210.00,210.00,210.00,210.00,210.00,210.00,3,210.00,210.00,210.00,210.00,"Matthew.Cummings@thelumastory.com","Matthew","Cummings","flatrate_flatrate","Main","2015-08-27 13:04:39","2015-08-27 13:04:39",3,"000001821"
1822,"complete","complete","Flat Rate - Fixed",1,201,0,762.00,762.00,762.00,1,762.00,762.00,762.00,762.00,762.00,762.00,762.00,1,762.00,762.00,762.00,762.00,"Minerva.Sanders@thelumastory.com","Minerva","Sanders","flatrate_flatrate","Main","2015-08-27 13:04:39","2015-08-27 13:04:39",1,"000001822"
1823,"complete","complete","Flat Rate - Fixed",1,398,0,318.00,318.00,318.00,1,318.00,318.00,318.00,318.00,318.00,318.00,318.00,2,318.00,318.00,318.00,318.00,"Estelle.Morrison@thelumastory.com","Estelle","Morrison","flatrate_flatrate","Main","2015-08-27 13:04:39","2015-08-27 13:04:39",2,"000001823"
1825,"complete","complete","Flat Rate - Fixed",1,362,0,417.00,417.00,417.00,1,417.00,417.00,417.00,417.00,417.00,417.00,417.00,2,417.00,417.00,417.00,417.00,"Dora.Brock@thelumastory.com","Dora","Brock","flatrate_flatrate","Main","2015-08-28 13:04:39","2015-08-28 13:04:39",2,"000001825"
1824,"complete","complete","Flat Rate - Fixed",1,239,0,436.00,436.00,436.00,1,436.00,436.00,436.00,436.00,436.00,436.00,436.00,2,436.00,436.00,436.00,436.00,"Sarah.Ballard@thelumastory.com","Sarah","Ballard","flatrate_flatrate","Main","2015-08-28 13:04:39","2015-08-28 13:04:39",2,"000001824"
1827,"complete","complete","Flat Rate - Fixed",1,137,0,468.00,468.00,468.00,1,468.00,468.00,468.00,468.00,468.00,468.00,468.00,4,468.00,468.00,468.00,468.00,"Elva.Nichols@thelumastory.com","Elva","Nichols","flatrate_flatrate","Main","2015-08-29 13:04:39","2015-08-29 13:04:39",4,"000001827"
1828,"complete","complete","Flat Rate - Fixed",1,155,0,834.00,834.00,834.00,1,834.00,834.00,834.00,834.00,834.00,834.00,834.00,3,834.00,834.00,834.00,834.00,"Della.Underwood@thelumastory.com","Della","Underwood","flatrate_flatrate","Main","2015-08-29 13:04:39","2015-08-29 13:04:39",3,"000001828"
1829,"complete","complete","Flat Rate - Fixed",1,190,0,417.00,417.00,417.00,1,417.00,417.00,417.00,417.00,417.00,417.00,417.00,2,417.00,417.00,417.00,417.00,"Norman.Pierce@thelumastory.com","Norman","Pierce","flatrate_flatrate","Main","2015-08-29 13:04:39","2015-08-29 13:04:39",2,"000001829"
1826,"complete","complete","Flat Rate - Fixed",1,374,0,282.00,282.00,282.00,1,282.00,282.00,282.00,282.00,282.00,282.00,282.00,3,282.00,282.00,282.00,282.00,"Virgie.Fields@thelumastory.com","Virgie","Fields","flatrate_flatrate","Main","2015-08-29 13:04:39","2015-08-29 13:04:39",3,"000001826"
1831,"complete","complete","Flat Rate - Fixed",1,328,0,572.00,572.00,572.00,1,572.00,572.00,572.00,572.00,572.00,572.00,572.00,2,572.00,572.00,572.00,572.00,"Ina.Wolfe@thelumastory.com","Ina","Wolfe","flatrate_flatrate","Main","2015-08-30 13:04:39","2015-08-30 13:04:39",2,"000001831"
1832,"complete","complete","Flat Rate - Fixed",1,260,0,440.00,440.00,440.00,1,440.00,440.00,440.00,440.00,440.00,440.00,440.00,2,440.00,440.00,440.00,440.00,"Myra.Rodriquez@thelumastory.com","Myra","Rodriquez","flatrate_flatrate","Main","2015-08-30 13:04:39","2015-08-30 13:04:39",2,"000001832"
1830,"complete","complete","Flat Rate - Fixed",1,208,0,1130.00,1130.00,1130.00,1,1130.00,1130.00,1130.00,1130.00,1130.00,1130.00,1130.00,1,1130.00,1130.00,1130.00,1130.00,"Arthur.Rhodes@thelumastory.com","Arthur","Rhodes","flatrate_flatrate","Main","2015-08-30 13:04:39","2015-08-30 13:04:39",1,"000001830"
1833,"complete","complete","Flat Rate - Fixed",1,282,0,523.00,523.00,523.00,1,523.00,523.00,523.00,523.00,523.00,523.00,523.00,2,523.00,523.00,523.00,523.00,"Francis.Townsend@thelumastory.com","Francis","Townsend","flatrate_flatrate","Main","2015-08-31 13:04:39","2015-08-31 13:04:39",2,"000001833"
1834,"complete","complete","Flat Rate - Fixed",1,264,0,286.00,286.00,286.00,1,286.00,286.00,286.00,286.00,286.00,286.00,286.00,4,286.00,286.00,286.00,286.00,"Hunter.Reynolds@thelumastory.com","Hunter","Reynolds","flatrate_flatrate","Main","2015-09-01 13:04:39","2015-09-01 13:04:39",4,"000001834"
1835,"complete","complete","Flat Rate - Fixed",1,371,0,801.00,801.00,801.00,1,801.00,801.00,801.00,801.00,801.00,801.00,801.00,2,801.00,801.00,801.00,801.00,"Manuel.Barnett@thelumastory.com","Manuel","Barnett","flatrate_flatrate","Main","2015-09-02 13:04:39","2015-09-02 13:04:39",2,"000001835"
1839,"complete","complete","Flat Rate - Fixed",1,389,0,302.00,302.00,302.00,1,302.00,302.00,302.00,302.00,302.00,302.00,302.00,3,302.00,302.00,302.00,302.00,"Francisco.Rodgers@thelumastory.com","Francisco","Rodgers","flatrate_flatrate","Main","2015-09-02 13:04:39","2015-09-02 13:04:39",3,"000001839"
1836,"complete","complete","Flat Rate - Fixed",1,366,0,474.00,474.00,474.00,1,474.00,474.00,474.00,474.00,474.00,474.00,474.00,3,474.00,474.00,474.00,474.00,"Dale.Barnett@thelumastory.com","Dale","Barnett","flatrate_flatrate","Main","2015-09-02 13:04:39","2015-09-02 13:04:39",3,"000001836"
1837,"complete","complete","Flat Rate - Fixed",1,272,0,318.00,318.00,318.00,1,318.00,318.00,318.00,318.00,318.00,318.00,318.00,2,318.00,318.00,318.00,318.00,"Maud.Burns@thelumastory.com","Maud","Burns","flatrate_flatrate","Main","2015-09-02 13:04:39","2015-09-02 13:04:39",2,"000001837"
1840,"complete","complete","Flat Rate - Fixed",1,241,0,515.00,515.00,515.00,1,515.00,515.00,515.00,515.00,515.00,515.00,515.00,3,515.00,515.00,515.00,515.00,"Harriett.Murray@thelumastory.com","Harriett","Murray","flatrate_flatrate","Main","2015-09-02 13:04:39","2015-09-02 13:04:39",3,"000001840"
1838,"complete","complete","Flat Rate - Fixed",1,163,0,540.00,540.00,540.00,1,540.00,540.00,540.00,540.00,540.00,540.00,540.00,4,540.00,540.00,540.00,540.00,"Gilbert.Baker@thelumastory.com","Gilbert","Baker","flatrate_flatrate","Main","2015-09-02 13:04:39","2015-09-02 13:04:39",4,"000001838"
1843,"complete","complete","Flat Rate - Fixed",1,337,0,627.00,627.00,627.00,1,627.00,627.00,627.00,627.00,627.00,627.00,627.00,1,627.00,627.00,627.00,627.00,"Darrell.Hammond@thelumastory.com","Darrell","Hammond","flatrate_flatrate","Main","2015-09-03 13:04:39","2015-09-03 13:04:39",1,"000001843"
1842,"complete","complete","Flat Rate - Fixed",1,277,0,829.00,829.00,829.00,1,829.00,829.00,829.00,829.00,829.00,829.00,829.00,2,829.00,829.00,829.00,829.00,"Mittie.McCarthy@thelumastory.com","Mittie","McCarthy","flatrate_flatrate","Main","2015-09-03 13:04:39","2015-09-03 13:04:39",2,"000001842"
1841,"complete","complete","Flat Rate - Fixed",1,123,0,207.00,207.00,207.00,1,207.00,207.00,207.00,207.00,207.00,207.00,207.00,4,207.00,207.00,207.00,207.00,"Jordan.Ray@thelumastory.com","Jordan","Ray","flatrate_flatrate","Main","2015-09-03 13:04:39","2015-09-03 13:04:39",4,"000001841"
1844,"complete","complete","Flat Rate - Fixed",1,228,0,523.00,523.00,523.00,1,523.00,523.00,523.00,523.00,523.00,523.00,523.00,1,523.00,523.00,523.00,523.00,"Alice.Beck@thelumastory.com","Alice","Beck","flatrate_flatrate","Main","2015-09-04 13:04:39","2015-09-04 13:04:39",1,"000001844"
1845,"complete","complete","Flat Rate - Fixed",1,308,0,838.00,838.00,838.00,1,838.00,838.00,838.00,838.00,838.00,838.00,838.00,1,838.00,838.00,838.00,838.00,"Theresa.Walker@thelumastory.com","Theresa","Walker","flatrate_flatrate","Main","2015-09-04 13:04:39","2015-09-04 13:04:39",1,"000001845"
1848,"complete","complete","Flat Rate - Fixed",1,187,0,488.00,488.00,488.00,1,488.00,488.00,488.00,488.00,488.00,488.00,488.00,2,488.00,488.00,488.00,488.00,"Sean.Wilkerson@thelumastory.com","Sean","Wilkerson","flatrate_flatrate","Main","2015-09-05 13:04:39","2015-09-05 13:04:39",2,"000001848"
1846,"complete","complete","Flat Rate - Fixed",1,192,0,600.00,600.00,600.00,1,600.00,600.00,600.00,600.00,600.00,600.00,600.00,4,600.00,600.00,600.00,600.00,"Frederick.Warren@thelumastory.com","Frederick","Warren","flatrate_flatrate","Main","2015-09-05 13:04:39","2015-09-05 13:04:39",4,"000001846"
